userID,Location,Age
329,Russia,24
330,New Zealand,24
331,Australia,41
332,New Zealand,43
333,South Africa,12
334,Australia,17
335,Russia,23
336,South Africa,17
337,New Zealand,42
338,South Africa,26
339,Russia,48
340,Bangladesh,34
341,Italy,14
342,Mexico,20
343,Mexico,44
344,South Africa,30
345,Russia,18
346,USA,44
347,South Africa,39
348,England,49
349,USA,38
350,Italy,25
351,Canada,33
352,Australia,48
353,Australia,36
354,Canada,23
355,South Africa,35
356,England,39
357,Italy,36
358,New Zealand,29
359,Mexico,26
360,USA,18
361,Bangladesh,30
362,South Africa,29
363,Mexico,35
364,Mexico,22
365,England,26
366,USA,49
367,USA,46
368,USA,43
369,Canada,49
370,USA,38
371,Bangladesh,33
372,Mexico,40
373,England,48
374,England,45
375,Italy,25
376,Russia,44
377,USA,29
378,Italy,38
379,USA,48
380,Russia,50
381,USA,16
382,Australia,44
383,Russia,49
384,Russia,29
385,Bangladesh,48
386,USA,34
387,New Zealand,45
388,Mexico,30
389,New Zealand,20
390,Australia,14
391,USA,42
392,USA,35
393,South Africa,24
394,Australia,36
395,Italy,33
396,New Zealand,30
397,England,28
398,South Africa,27
399,Mexico,17
400,USA,22
401,Australia,46
402,New Zealand,29
403,Russia,20
404,USA,17
405,Russia,14
406,USA,13
407,Italy,14
408,Mexico,47
409,England,14
410,Bangladesh,18
411,South Africa,13
412,Australia,25
413,Canada,44
414,Russia,16
415,Russia,40
416,USA,40
417,Bangladesh,26
418,Australia,49
419,England,28
420,Russia,46
421,Russia,22
422,Bangladesh,12
423,Russia,14
424,New Zealand,12
425,South Africa,25
426,Russia,28
427,Canada,22
428,New Zealand,17
429,Canada,29
430,Russia,22
431,Mexico,44
432,Mexico,18
433,Italy,39
434,England,31
435,New Zealand,44
436,Canada,19
437,South Africa,19
438,USA,18
439,Australia,13
440,South Africa,40
441,Canada,46
442,Canada,44
443,South Africa,21
444,Canada,50
445,Italy,15
446,Mexico,18
447,New Zealand,21
448,Russia,38
449,USA,50
450,Russia,21
451,Russia,31
452,Italy,39
453,Canada,37
454,New Zealand,46
455,South Africa,48
456,South Africa,33
457,USA,15
458,Russia,48
459,Russia,48
460,USA,28
461,Bangladesh,15
462,New Zealand,28
463,Australia,48
464,England,20
465,Mexico,40
466,Russia,36
467,England,42
468,Italy,39
469,Bangladesh,43
470,Russia,30
471,South Africa,34
472,Italy,18
473,England,38
474,Bangladesh,43
475,Mexico,43
476,Italy,24
477,England,16
478,Russia,15
479,Canada,15
480,Bangladesh,22
481,Australia,21
482,Russia,23
483,Mexico,29
484,Canada,50
485,Australia,27
486,USA,42
487,South Africa,24
488,South Africa,40
489,Australia,46
490,South Africa,20
491,Bangladesh,12
492,Canada,37
493,South Africa,19
494,Russia,18
495,Bangladesh,26
496,Bangladesh,29
497,Bangladesh,13
498,Italy,28
499,Bangladesh,18
500,Canada,14
501,Italy,29
502,England,33
503,Bangladesh,15
504,Australia,41
505,Canada,12
506,Canada,16
507,New Zealand,31
508,Australia,28
509,Australia,46
510,England,24
511,Canada,15
512,New Zealand,35
513,Russia,25
514,Bangladesh,27
515,England,27
516,Bangladesh,21
517,Bangladesh,46
518,USA,43
519,USA,18
520,Canada,48
521,Italy,18
522,Mexico,47
523,England,44
524,England,41
525,England,20
526,USA,27
527,USA,44
528,USA,38
529,Russia,24
530,USA,30
531,England,24
532,Australia,12
533,Russia,23
534,Mexico,33
535,Australia,27
536,Russia,19
537,USA,20
538,Canada,25
539,New Zealand,19
540,New Zealand,36
541,Australia,20
542,New Zealand,40
543,Canada,20
544,England,35
545,Italy,49
546,Australia,24
547,New Zealand,38
548,Bangladesh,14
549,Canada,24
550,Mexico,25
551,Russia,33
552,Russia,27
553,Canada,23
554,Canada,29
555,Australia,33
556,Canada,28
557,South Africa,28
558,Bangladesh,19
559,Australia,27
560,New Zealand,49
561,Bangladesh,17
562,Russia,36
563,Canada,27
564,New Zealand,29
565,South Africa,28
566,England,38
567,England,39
568,Mexico,15
569,Mexico,42
570,South Africa,45
571,USA,13
572,Mexico,37
573,Mexico,19
574,South Africa,49
575,Mexico,26
576,South Africa,37
577,Australia,36
578,Mexico,45
579,Mexico,12
580,Italy,39
581,Australia,19
582,Australia,50
583,Mexico,49
584,South Africa,47
585,Italy,12
586,Russia,17
587,USA,30
588,Bangladesh,25
589,Australia,36
590,Bangladesh,12
591,Australia,42
592,Canada,36
593,England,37
594,Russia,31
595,USA,43
596,Russia,23
597,Bangladesh,30
598,Bangladesh,37
599,England,31
600,Italy,12
601,Canada,49
602,Bangladesh,31
603,New Zealand,20
604,South Africa,50
605,Australia,14
606,South Africa,48
607,Mexico,26
608,Canada,47
609,Canada,22
610,USA,16
611,Russia,26
612,Mexico,48
613,Italy,22
614,New Zealand,44
615,Bangladesh,18
616,New Zealand,27
617,Bangladesh,13
618,England,31
619,New Zealand,17
620,USA,12
621,Australia,14
622,South Africa,18
623,New Zealand,36
624,Australia,17
625,Mexico,39
626,England,13
627,Italy,12
628,Mexico,42
629,Mexico,47
630,Russia,36
631,Australia,30
632,England,39
633,Bangladesh,16
634,England,16
635,South Africa,29
636,South Africa,44
637,Italy,34
638,Italy,12
639,Italy,31
640,USA,41
641,Canada,32
642,Mexico,44
643,New Zealand,32
644,England,20
645,Russia,48
646,Italy,32
647,Canada,15
648,Italy,27
649,New Zealand,13
650,Italy,34
651,Italy,22
652,USA,41
653,South Africa,20
654,South Africa,20
655,Canada,45
656,England,41
657,England,30
658,Russia,46
659,Italy,28
660,Italy,49
661,New Zealand,13
662,New Zealand,42
663,Russia,31
664,Australia,13
665,Australia,12
666,USA,40
667,Bangladesh,29
668,Italy,36
669,USA,22
670,Italy,19
671,Canada,49
672,USA,29
673,Canada,24
674,Italy,47
675,USA,49
676,New Zealand,20
677,Australia,47
678,Australia,50
679,New Zealand,32
680,Russia,13
681,Mexico,34
682,Italy,25
683,England,26
684,USA,39
685,Italy,27
686,Bangladesh,21
687,Italy,41
688,Russia,41
689,Italy,47
690,Bangladesh,46
691,Russia,43
692,Australia,14
693,USA,27
694,Canada,22
695,England,45
696,South Africa,47
697,Australia,46
698,New Zealand,20
699,Mexico,31
700,South Africa,40
701,Russia,15
702,Italy,43
703,Bangladesh,23
704,South Africa,35
705,Italy,44
706,USA,38
707,Australia,43
708,USA,28
709,USA,20
710,Russia,29
711,Mexico,18
712,Italy,42
713,South Africa,35
714,England,17
715,South Africa,43
716,Russia,32
717,Australia,14
718,Italy,12
719,Australia,34
720,New Zealand,38
721,USA,45
722,New Zealand,27
723,New Zealand,35
724,Russia,24
725,Italy,22
726,England,45
727,New Zealand,20
728,Russia,25
729,Bangladesh,50
730,England,39
731,England,35
732,England,33
733,Canada,32
734,Canada,26
735,Canada,43
736,Australia,34
737,Russia,23
738,New Zealand,34
739,England,46
740,England,30
741,New Zealand,50
742,England,41
743,England,49
744,USA,47
745,England,42
746,England,25
747,Russia,15
748,USA,48
749,Canada,34
750,Bangladesh,17
751,Canada,46
752,South Africa,14
753,Italy,45
754,South Africa,35
755,Bangladesh,36
756,South Africa,17
757,USA,27
758,USA,47
759,Canada,20
760,Italy,30
761,USA,16
762,New Zealand,44
763,New Zealand,39
764,England,20
765,Mexico,32
766,Australia,41
767,Mexico,47
768,Italy,31
769,Bangladesh,37
770,New Zealand,20
771,South Africa,50
772,Australia,12
773,USA,20
774,Australia,33
775,Italy,34
776,Italy,27
777,England,21
778,South Africa,23
779,Bangladesh,42
780,Canada,15
781,England,36
782,USA,22
783,Russia,12
784,Canada,37
785,Australia,32
786,Russia,49
787,Mexico,40
788,USA,36
789,Australia,14
790,Bangladesh,20
791,Italy,43
792,Canada,47
793,Italy,41
794,Australia,48
795,Italy,35
796,Russia,29
797,Canada,30
798,USA,35
799,USA,48
800,Bangladesh,42
801,New Zealand,16
802,Australia,24
803,England,30
804,Russia,28
805,Russia,18
806,South Africa,45
807,Australia,48
808,South Africa,21
809,Canada,39
810,England,15
811,South Africa,23
812,Russia,37
813,Italy,47
814,Russia,22
815,Italy,30
816,Australia,20
817,Bangladesh,30
818,Mexico,39
819,South Africa,39
820,England,14
821,USA,41
822,Bangladesh,39
823,New Zealand,18
824,Russia,12
825,Mexico,45
826,Bangladesh,42
827,Russia,23
828,New Zealand,49
829,Mexico,24
830,South Africa,23
831,Italy,14
832,Canada,18
833,England,38
834,USA,50
835,Australia,21
836,Mexico,27
837,Russia,38
838,Mexico,47
839,Russia,42
840,Canada,26
841,Italy,19
842,Australia,42
843,Italy,41
844,Russia,39
845,Italy,20
846,Mexico,20
847,Russia,25
848,Australia,36
849,Mexico,45
850,Mexico,16
851,Russia,24
852,South Africa,30
853,Australia,35
854,USA,14
855,Canada,34
856,USA,50
857,Australia,14
858,Canada,23
859,New Zealand,35
860,England,14
861,New Zealand,37
862,Italy,43
863,Mexico,36
864,England,18
865,USA,49
866,New Zealand,32
867,New Zealand,16
868,Bangladesh,29
869,Mexico,28
870,Canada,44
871,England,12
872,Bangladesh,17
873,USA,26
874,Bangladesh,20
875,Bangladesh,18
876,Australia,25
877,New Zealand,43
878,Australia,32
879,Australia,16
880,Russia,15
881,Mexico,43
882,New Zealand,35
883,Australia,15
884,Mexico,37
885,Italy,20
886,Australia,30
887,New Zealand,39
888,Mexico,29
889,England,19
890,Italy,16
891,USA,36
892,Mexico,21
893,Italy,32
894,South Africa,14
895,Italy,39
896,Mexico,26
897,Russia,20
898,Mexico,46
899,South Africa,22
900,New Zealand,26
901,Australia,16
902,Bangladesh,39
903,Mexico,16
904,Australia,50
905,Bangladesh,50
906,Mexico,32
907,Mexico,14
908,USA,46
909,Australia,40
910,Italy,34
911,South Africa,20
912,Canada,46
913,Mexico,17
914,South Africa,28
915,Canada,24
916,New Zealand,14
917,Canada,33
918,USA,16
919,New Zealand,34
920,Australia,28
921,England,33
922,Bangladesh,46
923,Italy,37
924,Russia,42
925,USA,41
926,South Africa,15
927,New Zealand,20
928,USA,27
929,Italy,30
930,Russia,22
931,Australia,20
932,Australia,17
933,South Africa,19
934,New Zealand,47
935,England,41
936,Mexico,39
937,England,32
938,USA,35
939,New Zealand,36
940,Russia,28
941,South Africa,36
942,Italy,12
943,Australia,14
944,USA,15
945,Italy,22
946,Bangladesh,44
947,Bangladesh,24
948,USA,36
949,Russia,22
950,Russia,43
951,England,46
952,Australia,17
953,Bangladesh,36
954,Mexico,26
955,USA,46
956,Australia,40
957,Mexico,19
958,England,15
959,South Africa,15
960,Mexico,28
961,Italy,46
962,Australia,28
963,New Zealand,45
964,Mexico,33
965,Italy,32
966,Bangladesh,26
967,England,17
968,Canada,20
969,Australia,22
970,England,13
971,Italy,27
972,Australia,48
973,South Africa,21
974,England,50
975,New Zealand,17
976,Canada,15
977,England,36
978,Bangladesh,49
979,USA,43
980,Mexico,50
981,Canada,17
982,South Africa,16
983,England,41
984,South Africa,28
985,Italy,19
986,New Zealand,19
987,South Africa,48
988,Canada,46
989,Mexico,18
990,England,28
991,Bangladesh,40
992,Australia,47
993,England,31
994,Russia,44
995,Russia,24
996,England,24
997,England,41
998,Canada,15
999,USA,22
1000,Australia,27
1001,Mexico,28
1002,Bangladesh,30
1003,Bangladesh,50
1004,Russia,16
1005,Italy,14
1006,South Africa,24
1007,New Zealand,23
1008,South Africa,17
1009,South Africa,20
1010,New Zealand,23
1011,Canada,38
1012,South Africa,34
1013,Mexico,33
1014,New Zealand,45
1015,Italy,20
1016,New Zealand,16
1017,USA,36
1018,USA,43
1019,New Zealand,35
1020,Italy,16
1021,USA,33
1022,Australia,28
1023,South Africa,18
1024,Australia,49
1025,Bangladesh,40
1026,Russia,38
1027,New Zealand,25
1028,Australia,42
1029,Bangladesh,48
1030,Australia,42
1031,New Zealand,50
1032,Russia,26
1033,USA,16
1034,Canada,46
1035,USA,32
1036,New Zealand,17
1037,South Africa,27
1038,South Africa,42
1039,Australia,19
1040,England,45
1041,Australia,42
1042,Mexico,31
1043,England,18
1044,Australia,16
1045,Bangladesh,34
1046,Bangladesh,36
1047,South Africa,47
1048,New Zealand,20
1049,Italy,31
1050,Australia,24
1051,Bangladesh,27
1052,Mexico,15
1053,USA,50
1054,South Africa,16
1055,USA,16
1056,England,29
1057,South Africa,25
1058,England,44
1059,England,14
1060,England,43
1061,Italy,23
1062,Bangladesh,50
1063,Russia,29
1064,Bangladesh,30
1065,England,39
1066,Canada,22
1067,USA,14
1068,Italy,31
1069,Mexico,22
1070,New Zealand,34
1071,Australia,38
1072,New Zealand,26
1073,Bangladesh,20
1074,Russia,40
1075,England,29
1076,USA,43
1077,New Zealand,33
1078,Mexico,48
1079,USA,47
1080,Russia,20
1081,New Zealand,30
1082,Australia,12
1083,England,30
1084,England,46
1085,New Zealand,41
1086,England,22
1087,Canada,17
1088,New Zealand,38
1089,England,40
1090,South Africa,27
1091,Canada,37
1092,Bangladesh,26
1093,Mexico,12
1094,Italy,26
1095,South Africa,35
1096,Russia,22
1097,Mexico,23
1098,Mexico,24
1099,Bangladesh,48
1100,South Africa,27
1101,Mexico,41
1102,South Africa,38
1103,England,38
1104,Mexico,16
1105,South Africa,44
1106,Russia,44
1107,New Zealand,19
1108,South Africa,39
1109,New Zealand,34
1110,Italy,31
1111,USA,26
1112,Italy,29
1113,South Africa,40
1114,New Zealand,33
1115,England,35
1116,Russia,21
1117,Russia,31
1118,Mexico,50
1119,Australia,37
1120,South Africa,12
1121,Australia,13
1122,Australia,27
1123,USA,21
1124,Russia,35
1125,South Africa,18
1126,USA,42
1127,South Africa,38
1128,New Zealand,49
1129,Italy,33
1130,Russia,35
1131,England,16
1132,South Africa,42
1133,South Africa,42
1134,Bangladesh,15
1135,Canada,14
1136,Italy,23
1137,USA,37
1138,Mexico,32
1139,Italy,18
1140,Italy,30
1141,USA,44
1142,South Africa,44
1143,Russia,32
1144,New Zealand,35
1145,England,36
1146,Russia,35
1147,Mexico,17
1148,Mexico,43
1149,USA,39
1150,Mexico,18
1151,Australia,12
1152,England,23
1153,Australia,42
1154,Mexico,14
1155,USA,47
1156,Mexico,25
1157,Australia,17
1158,Italy,50
1159,USA,16
1160,England,37
1161,Russia,47
1162,Mexico,43
1163,Russia,39
1164,South Africa,19
1165,Canada,22
1166,Italy,36
1167,New Zealand,23
1168,Mexico,24
1169,Canada,16
1170,South Africa,14
1171,Bangladesh,26
1172,Australia,42
1173,Italy,23
1174,England,36
1175,Australia,24
1176,Russia,48
1177,Bangladesh,26
1178,Australia,45
1179,Mexico,46
1180,South Africa,16
1181,New Zealand,36
1182,Russia,40
1183,Canada,41
1184,USA,23
1185,Russia,40
1186,England,48
1187,Italy,41
1188,Bangladesh,40
1189,Italy,29
1190,Mexico,35
1191,New Zealand,36
1192,South Africa,25
1193,England,29
1194,USA,36
1195,England,30
1196,USA,45
1197,England,43
1198,Australia,34
1199,New Zealand,42
1200,USA,26
1201,Australia,32
1202,Italy,37
1203,Canada,48
1204,England,18
1205,Russia,20
1206,Mexico,37
1207,England,42
1208,USA,16
1209,Canada,37
1210,Bangladesh,23
1211,Italy,13
1212,England,33
1213,Italy,32
1214,Bangladesh,34
1215,Bangladesh,32
1216,Bangladesh,32
1217,Australia,28
1218,USA,49
1219,Italy,12
1220,Russia,23
1221,Russia,32
1222,Bangladesh,34
1223,Canada,49
1224,Canada,44
1225,USA,35
1226,South Africa,18
1227,Italy,32
1228,Mexico,18
1229,Russia,39
1230,England,21
1231,Russia,40
1232,USA,49
1233,Canada,47
1234,Canada,36
1235,New Zealand,37
1236,Italy,20
1237,Canada,26
1238,South Africa,19
1239,Italy,29
1240,South Africa,26
1241,USA,34
1242,Australia,27
1243,Canada,41
1244,England,48
1245,South Africa,45
1246,USA,35
1247,Australia,34
1248,Bangladesh,24
1249,Italy,47
1250,South Africa,38
1251,Australia,30
1252,Canada,37
1253,England,46
1254,Italy,16
1255,New Zealand,49
1256,Bangladesh,26
1257,USA,17
1258,England,24
1259,USA,43
1260,New Zealand,43
1261,Russia,42
1262,Bangladesh,39
1263,England,49
1264,New Zealand,46
1265,USA,32
1266,Italy,23
1267,Russia,23
1268,Italy,37
1269,Australia,16
1270,Italy,37
1271,South Africa,27
1272,Russia,36
1273,England,18
1274,New Zealand,39
1275,Australia,41
1276,Canada,48
1277,Canada,32
1278,Russia,38
1279,Australia,35
1280,Australia,14
1281,New Zealand,23
1282,England,17
1283,Canada,14
1284,Mexico,31
1285,Canada,45
1286,Italy,29
1287,Canada,28
1288,New Zealand,22
1289,Russia,39
1290,Mexico,20
1291,Bangladesh,48
1292,Bangladesh,39
1293,South Africa,32
1294,Bangladesh,49
1295,Mexico,28
1296,Russia,50
1297,New Zealand,31
1298,USA,44
1299,Italy,39
1300,Australia,48
1301,Bangladesh,24
1302,Bangladesh,26
1303,Russia,49
1304,Italy,14
1305,Bangladesh,42
1306,Mexico,15
1307,Bangladesh,38
1308,New Zealand,48
1309,Canada,43
1310,Russia,35
1311,Canada,35
1312,Canada,26
1313,South Africa,25
1314,USA,40
1315,Italy,20
1316,USA,22
1317,Australia,25
1318,Australia,50
1319,Italy,21
1320,Mexico,31
1321,South Africa,15
1322,Australia,35
1323,New Zealand,20
1324,Russia,41
1325,Bangladesh,36
1326,Canada,45
1327,Mexico,22
1328,England,25
1329,Russia,28
1330,South Africa,17
1331,USA,32
1332,South Africa,38
1333,England,42
1334,USA,42
1335,New Zealand,21
1336,Russia,32
1337,Russia,32
1338,Australia,49
1339,New Zealand,14
1340,New Zealand,25
1341,Canada,43
1342,South Africa,38
1343,Canada,29
1344,USA,40
1345,Italy,23
1346,England,42
1347,Russia,49
1348,Australia,25
1349,Mexico,43
1350,Australia,12
1351,Italy,20
1352,Australia,24
1353,England,30
1354,England,16
1355,Bangladesh,49
1356,South Africa,13
1357,South Africa,12
1358,South Africa,26
1359,Canada,34
1360,Australia,41
1361,Australia,17
1362,Canada,20
1363,Italy,26
1364,Australia,21
1365,South Africa,50
1366,USA,12
1367,Italy,13
1368,Mexico,26
1369,Mexico,35
1370,Bangladesh,47
1371,USA,49
1372,Bangladesh,27
1373,Australia,45
1374,Russia,14
1375,New Zealand,28
1376,Italy,32
1377,England,28
1378,Australia,49
1379,Italy,12
1380,Russia,20
1381,Italy,37
1382,Italy,15
1383,Australia,28
1384,USA,34
1385,England,19
1386,USA,40
1387,USA,16
1388,USA,14
1389,New Zealand,49
1390,Italy,37
1391,England,27
1392,Australia,19
1393,South Africa,19
1394,Italy,27
1395,Italy,45
1396,Bangladesh,44
1397,USA,16
1398,Canada,35
1399,Russia,30
1400,Australia,39
1401,New Zealand,23
1402,USA,24
1403,Mexico,30
1404,South Africa,33
1405,Russia,14
1406,Australia,41
1407,Russia,13
1408,Russia,23
1409,South Africa,45
1410,USA,39
1411,South Africa,46
1412,Australia,23
1413,Italy,31
1414,Mexico,42
1415,USA,28
1416,England,28
1417,Russia,44
1418,Russia,18
1419,Bangladesh,28
1420,Italy,44
1421,South Africa,18
1422,USA,41
1423,Russia,26
1424,Bangladesh,44
1425,Canada,34
1426,Russia,35
1427,Mexico,44
1428,Canada,44
1429,New Zealand,24
1430,Italy,39
1431,Italy,16
1432,Italy,47
1433,Mexico,47
1434,USA,39
1435,Russia,42
1436,Australia,50
1437,South Africa,41
1438,USA,48
1439,England,32
1440,Russia,20
1441,Russia,20
1442,Mexico,24
1443,Mexico,43
1444,USA,43
1445,New Zealand,42
1446,Italy,34
1447,Mexico,15
1448,Russia,14
1449,South Africa,25
1450,New Zealand,17
1451,Canada,26
1452,Canada,21
1453,Canada,20
1454,Mexico,27
1455,South Africa,24
1456,Canada,17
1457,Australia,29
1458,New Zealand,17
1459,Bangladesh,43
1460,Mexico,24
1461,USA,20
1462,England,45
1463,Italy,42
1464,Mexico,44
1465,Mexico,31
1466,England,18
1467,Australia,41
1468,Italy,21
1469,Australia,43
1470,Australia,22
1471,Russia,50
1472,New Zealand,48
1473,England,30
1474,Russia,30
1475,Italy,27
1476,England,27
1477,South Africa,45
1478,Bangladesh,29
1479,England,41
1480,New Zealand,39
1481,Russia,22
1482,Russia,18
1483,Mexico,29
1484,USA,27
1485,New Zealand,18
1486,South Africa,44
1487,Bangladesh,50
1488,Mexico,14
1489,Mexico,20
1490,Bangladesh,26
1491,USA,47
1492,England,15
1493,Italy,14
1494,England,28
1495,England,18
1496,Mexico,25
1497,Australia,12
1498,Australia,27
1499,England,22
1500,Canada,40
1501,USA,32
1502,New Zealand,27
1503,Australia,33
1504,Australia,41
1505,South Africa,48
1506,South Africa,43
1507,Bangladesh,44
1508,Bangladesh,39
1509,Australia,28
1510,Mexico,23
1511,New Zealand,18
1512,USA,17
1513,Mexico,36
1514,Italy,25
1515,Australia,20
1516,Australia,17
1517,Bangladesh,41
1518,England,14
1519,Italy,29
1520,England,15
1521,Australia,22
1522,Canada,29
1523,New Zealand,41
1524,England,18
1525,South Africa,35
1526,Australia,17
1527,Russia,32
1528,Australia,39
1529,Mexico,45
1530,Australia,16
1531,Australia,12
1532,New Zealand,41
1533,New Zealand,31
1534,New Zealand,44
1535,Mexico,38
1536,New Zealand,46
1537,Mexico,21
1538,Australia,47
1539,England,15
1540,Mexico,25
1541,Mexico,25
1542,Australia,24
1543,Italy,26
1544,South Africa,44
1545,Italy,22
1546,Italy,24
1547,New Zealand,14
1548,Canada,30
1549,South Africa,26
1550,New Zealand,32
1551,Russia,47
1552,Russia,33
1553,New Zealand,37
1554,England,33
1555,England,37
1556,Italy,36
1557,England,45
1558,New Zealand,18
1559,South Africa,15
1560,Australia,22
1561,Italy,34
1562,Mexico,46
1563,New Zealand,18
1564,Mexico,32
1565,Australia,23
1566,England,18
1567,Mexico,25
1568,Russia,29
1569,USA,48
1570,New Zealand,41
1571,Bangladesh,24
1572,Australia,50
1573,South Africa,34
1574,Bangladesh,27
1575,Russia,35
1576,Mexico,37
1577,Russia,18
1578,Australia,44
1579,Russia,45
1580,New Zealand,35
1581,New Zealand,14
1582,Bangladesh,23
1583,Australia,45
1584,Canada,49
1585,Canada,36
1586,Australia,34
1587,Bangladesh,40
1588,Bangladesh,29
1589,England,14
1590,South Africa,50
1591,England,50
1592,Russia,16
1593,Russia,15
1594,Mexico,21
1595,USA,24
1596,Canada,20
1597,England,46
1598,England,34
1599,Australia,17
1600,Bangladesh,38
1601,New Zealand,48
1602,New Zealand,47
