userID,video_id,Rating
65,PABlVzeldaM,10
66,6340tX9M_eM,9
67,8mhTWqWlQzU,6
68,t4YAyT4ihIQ,6
69,MNiweoKXwfg,9
70,Jw1Y-zhQURU,10
71,2Vv-BfVoq4g,7
72,UFYCTJlayS4,10
73,cccyOn99s4Y,5
74,abGCYPCk294,6
75,lY_0mkYDZDU,10
76,k8NxqyGcZA4,10
77,IE-xepGLVt8,5
78,ObIQ0s02UHg,9
79,cOc3tsFWoRs,10
80,AJYb0Yom5UQ,7
81,gLswXiRLdkA,10
82,MyEqfBkzESU,5
83,wJYE0sFOteE,6
84,L_5_slz4ke4,5
85,OKoL852K9uA,8
86,pa_oUisZZy0,10
87,fNtLIcyjsnI,9
88,_Iz83-Cmt6A,7
89,YlvCVbfS9M0,6
90,arJ5h2TY3I4,8
91,-2RVw2_QyxQ,6
92,gEHCXl4J9Qo,5
93,#NAME?,8
94,b4vTZx_AtHk,7
95,kOnQocd799Y,10
96,e4FApt6z55c,5
97,2XK4omx9uMU,8
98,xfmipNU4Odc,10
99,jp9hK-jY6yY,5
100,RkHuWjiR-LM,5
101,fCTKDn3Q8xQ,9
102,DIU3xPdhCBI,5
103,wnwF1FHybDQ,5
104,9oFP-pOMNwE,5
105,pz95u3UVpaM,7
106,g5c1bk8weaQ,8
107,yuBqWcSKrCk,10
108,x9mh-SwSKas,7
109,uiA4B5Y63IQ,6
110,viyRD5z6ilQ,9
111,QFfEtKvXMAs,7
112,xg9ebVTL9yE,7
113,fbHbTBP_u7U,10
114,Ja_GMU7-sjs,8
115,QOksZ8VogRw,8
116,RYs08kX3Ih4,5
117,tOFkFZbPdnQ,9
118,dW4wpGg64pE,6
119,2VP846QcA_4,9
120,_dhneCO4YEE,10
121,EYkEshCOhEU,7
122,Rq9-mW6HgQE,7
123,k29YnfttqEU,7
124,Eg_kW5fw6qU,9
125,J_QGZspO4gg,6
126,PkRBTF6nt4E,9
127,ozkqm2ifMw8,8
128,htvR_dBs3eg,7
129,qEEtzzi1EII,9
130,1Wk8ZRgXQnY,5
131,8l_e6bx8UG8,7
132,lsfzA7sWlOM,7
133,RQDphL2MVlM,9
134,X7flefV8tec,9
135,cYw-oyJ7AEY,8
136,6nJw-jPQYVI,10
137,5x1FAiIq_pQ,6
138,LMCuKltaY3M,6
139,6Detw08jRhs,8
140,vd4zwINEcLY,10
141,7fm7mll2qvg,6
142,5gFpcEKayz4,9
143,eHIY3HNNqzM,10
144,q-WipZ9p0wk,8
145,zy0b9e40tK8,6
146,rL4WkebTT_U,9
147,Y6eKxjMA9ek,10
148,Q6Usd3_fbq8,5
149,44NYFvhXmW8,6
150,9wg3v-01yKQ,10
151,F-j_6IuaYfw,10
152,_qSW96a2aKY,6
153,afgvlR9WmIQ,7
154,_CJN_ryETIY,7
155,P4YJwy_T9pM,9
156,YqH4eWR7jDQ,9
157,r96KpNTcog4,8
158,B4gXsobd_ao,9
159,x8eLIJAM58M,8
160,6V_aZsATDsM,10
161,qg0GdM60syI,5
162,8j_BYfVEyhA,10
163,9ymjcSvEyhk,5
164,oB3SAI2oCqk,7
165,HNa_UWX51_s,10
166,08nkwgZIE4I,6
167,5Smb3tZD1Qc,8
168,YHDbsyyjld0,5
169,uyl6WtHEYOQ,7
170,bhoFXkVy8JA,9
171,_w58R1OGQFA,7
172,BEweWXa5Twk,8
173,egXr0PU-kCY,5
174,fIQ2Ty2OL34,8
175,d_j512i2k6c,7
176,4d07RXYLsJE,5
177,DOIw62TXYkg,9
178,0lbJHqAGpbA,9
179,JuP1Z8xpRb8,10
180,CR9zYgr84QY,10
181,1640fZpYBSY,7
182,M2-IpsWQUWs,9
183,7m630xvAJtA,7
184,510KQ_LXGww,6
185,CO9dIyNM_9Q,10
186,hX643KbiI4s,8
187,mwpHSMv1pI4,9
188,Mfiim71QdYQ,9
189,UFPSIa1cLRQ,9
190,o78x918zbFk,8
191,iNf6VErGDLI,6
192,6ixU_vdE0Es,6
193,wRGldR_SQAA,5
194,agKDPntMv-E,6
195,Xl38SuxyrgM,10
196,u7pV4vxD1bs,7
197,zYWt2mnalP8,6
198,PoNWU2cox9w,6
199,6hTzM1BPdU8,9
200,MCW5HUkrr-o,6
201,YvfYK0EEhK4,6
202,cxMvzK2OQTw,5
203,bAkEd8r7Nnw,6
204,ItYOdWRo0JY,7
205,5530I_pYjbo,5
206,dUMH6DVYskc,7
207,gjXrm2Q-te4,8
208,9SK1I0V6U5c,5
209,VsYmwBOYfW8,6
210,kgaO45SyaO4,7
211,CtBca6H6Teg,6
212,pcWKpGzhgq4,5
213,L3br0klRqF4,6
214,9kF9xY74h-E,10
215,p2EY93WfBQk,10
216,xL_qpDkF5A8,9
217,eQVhAN7-IAw,8
218,2kyS6SvSYSE,8
219,Y9nDagqKL7Q,5
220,DbJ2s_g1oDc,6
221,KJ12FVmumeA,10
222,1ZAPwfrtAFY,9
223,qDAxDcjgn-8,10
224,gHZ1Qz0KiKM,10
225,815lSYphlbw,5
226,jr9QtXwC9vc,10
227,E_86MEdNsAI,9
228,Cr9oGxr0Qa0,5
229,g0K5QoEj7FQ,9
230,l4bAoNAx2uo,5
231,TSqwDQHE1J8,7
232,puqaWrEC7tY,10
233,YVfyYrEmzgM,8
234,MltuW2kcREI,6
235,5E4ZBSInqUU,7
236,jGiqc3HSxEg,8
237,XrDlDj9DfZs,8
238,vU14JY3x81A,7
239,5qpjK5DgCt4,7
240,Z3OZyb2iWqQ,10
241,Hq89wYzOjfs,7
242,vZzIS17HexE,5
243,TUmyygCMMGA,6
244,lZ68j2J_GOM,7
245,yZGSIpcAfEo,8
246,zZ9FciUx6gs,7
247,zxUwbflE1SY,9
248,d380meD0W0M,9
249,7oRdswHqaf8,8
250,oTObwUiXdYY,10
251,qC0I5PEhkJo,7
252,VifQlJit6A0,6
253,PaJCFHXcWmM,10
254,0zk2SwmCpss,8
255,SGVbdo2CkgI,9
256,nc99ccSXST0,8
257,NfLVVJOuY5M,7
258,F388-6yDDpc,7
259,KhdecX0qjNA,5
260,iIxy3JN3-jc,10
261,kWIzjMWmuYk,7
262,symdi5KSJts,5
263,_-aDHxoblr4,8
264,eNSN6qet1kE,6
265,39idVpFF7NQ,7
266,U0hAC8O7RoI,6
267,5hEJsoDP2q4,6
268,NZFhMSgbKKM,5
269,lBHPVE3AI6Y,7
270,e_7zHm7GsYc,5
271,TaTleo4cOs8,9
272,GgVmn66oK_A,10
273,ogYum4kWXgk,6
274,kIUHDwn51y8,7
275,Lz7dya576HY,9
276,zNqCVTs38nU,7
277,ZAQs-ctOqXQ,8
278,fcVjitaM3LY,6
279,kqmhCaF5_44,8
280,B5HORANmzHw,6
281,6VhU_T463sU,9
282,JBZTZZAcFTw,10
283,eAyxMv4IBH8,10
284,qeWvgZLz9yU,5
285,EJu_wPGFTw0,10
286,MKLlDnUqho4,10
287,wwZ-T_WQ03A,8
288,9XSULcLI6Hg,6
289,hz7ukDjuq4w,6
290,p2hJxyF7mok,8
291,CBVGjS_EJok,10
292,i-LCORFB860,7
293,dRpNZV18N_g,9
294,vWYyZMH_QjA,6
295,MNiweoKXwfg,9
296,VJlSq6h0LNg,8
297,ijJPFowBsBc,9
298,HBS9783c0BI,6
299,n1WpP7iowLc,9
300,PABlVzeldaM,7
301,JwboxqDylgg,6
302,dQvIbulWCM4,7
303,pjuPpVLXDQg,8
304,0mlNzVSJrT0,10
305,n30k5CwLhS4,7
306,0tO_l_Ed5Rs,7
307,BWPrk9PUwQE,6
308,1WDj0DddCcM,5
309,bqgVB6Vl-lI,7
310,STI2fI7sKMo,8
311,9t9u_yPEidY,9
312,0PpNlNJ6Nng,7
313,sbcbvuitiTc,9
314,ZhSk8mPSWCg,10
315,DM-ni_LSOFE,6
316,069D0NmW39o,9
317,c-3JxzN2u34,8
318,qooQd8AA7_M,5
319,9KIP-Ncp2jU,8
320,KODzih-pYlU,10
321,w0XYVssCKjw,5
322,9xSx-5tmq44,8
323,1cgK-BIrXes,5
324,ujyTQNNjjDU,10
325,4v0nOAzcG2A,7
326,8mhTWqWlQzU,7
327,6340tX9M_eM,9
328,t4YAyT4ihIQ,7
329,L_5_slz4ke4,9
330,Jw1Y-zhQURU,7
331,_Iz83-Cmt6A,10
332,lY_0mkYDZDU,9
333,ObIQ0s02UHg,6
334,AJYb0Yom5UQ,9
335,k8NxqyGcZA4,7
336,gLswXiRLdkA,6
337,2Vv-BfVoq4g,5
338,i4YQRLQVixM,9
339,YlvCVbfS9M0,8
340,MyEqfBkzESU,7
341,Fyyua5JzD9w,8
342,pa_oUisZZy0,6
343,cccyOn99s4Y,8
344,9Th4qTv-4jE,9
345,arJ5h2TY3I4,8
346,UFYCTJlayS4,7
347,-2RVw2_QyxQ,10
348,e4FApt6z55c,5
349,uTH--XRCGxM,7
350,2XK4omx9uMU,9
351,gEHCXl4J9Qo,9
352,RkHuWjiR-LM,5
353,#NAME?,10
354,xfmipNU4Odc,6
355,fNtLIcyjsnI,8
356,abGCYPCk294,10
357,OKoL852K9uA,8
358,b4vTZx_AtHk,9
359,kOnQocd799Y,7
360,wJYE0sFOteE,10
361,jp9hK-jY6yY,7
362,DIU3xPdhCBI,6
363,viyRD5z6ilQ,5
364,QFfEtKvXMAs,6
365,x9mh-SwSKas,6
366,g5c1bk8weaQ,7
367,fCTKDn3Q8xQ,10
368,xg9ebVTL9yE,8
369,fbHbTBP_u7U,6
370,uiA4B5Y63IQ,6
371,QOksZ8VogRw,8
372,Ja_GMU7-sjs,6
373,9oFP-pOMNwE,10
374,ttf_EzEkxBk,8
375,Eg_kW5fw6qU,8
376,_dhneCO4YEE,7
377,J_QGZspO4gg,7
378,ozkqm2ifMw8,9
379,RYs08kX3Ih4,10
380,PkRBTF6nt4E,7
381,Rq9-mW6HgQE,7
382,LMCuKltaY3M,9
383,EYkEshCOhEU,5
384,6nJw-jPQYVI,8
385,1Wk8ZRgXQnY,9
386,tOFkFZbPdnQ,5
387,qEEtzzi1EII,9
388,RQDphL2MVlM,7
389,cYw-oyJ7AEY,7
390,8l_e6bx8UG8,9
391,_qSW96a2aKY,6
392,2VP846QcA_4,6
393,lsfzA7sWlOM,8
394,X7flefV8tec,7
395,l7je4VAUvjA,7
396,eHIY3HNNqzM,5
397,5gFpcEKayz4,8
398,r96KpNTcog4,10
399,6Detw08jRhs,10
400,_CJN_ryETIY,9
401,8-Cjsnq8kVU,6
402,hpapqEeb36k,10
403,cmoknv58jjE,9
404,sottGW1p5os,6
405,cxMvzK2OQTw,5
406,EEIP1YpFXrE,6
407,YvfYK0EEhK4,10
408,dUMH6DVYskc,6
409,pgjRX9oGF7g,9
410,bAkEd8r7Nnw,8
411,_BVAJ3PXZ1k,7
412,8hKbIhrb1WU,8
413,ItYOdWRo0JY,9
414,RTaDvKMtUeA,10
415,5530I_pYjbo,7
416,jG1JY0rt2Os,10
417,RrhSJzM8NLE,5
418,xL_qpDkF5A8,5
419,0gwkMY-mzUQ,9
420,UwdLlnPaRAU,10
421,ve3oQBjcAGI,6
422,C4YNcqNF4hg,9
423,gjXrm2Q-te4,8
424,kgaO45SyaO4,6
425,k1cA-Wh3Tc0,6
426,9SK1I0V6U5c,5
427,Mn-3c6of8t8,7
428,eQVhAN7-IAw,7
429,TN5jzDgORqQ,5
430,9Ca8zWJOlFQ,9
431,CtBca6H6Teg,9
432,mcqWcLDUeag,6
433,4SANXNco_y4,9
434,#NAME?,9
435,pcWKpGzhgq4,10
436,L3br0klRqF4,9
437,oRF2-ZloSqg,9
438,g0K5QoEj7FQ,5
439,lzgQrHFDNLE,10
440,qDAxDcjgn-8,8
441,0ANDjPQPS_Q,5
442,p2EY93WfBQk,8
443,4ftGS_6i7mM,5
444,9kF9xY74h-E,8
445,vZzIS17HexE,8
446,Y9nDagqKL7Q,10
447,upEIZAihcwo,10
448,KJ12FVmumeA,8
449,2kyS6SvSYSE,10
450,815lSYphlbw,5
451,DbJ2s_g1oDc,9
452,Jidk0O6uu-0,10
453,E_86MEdNsAI,8
454,64IIfxDrhJY,10
455,1ZAPwfrtAFY,6
456,gHZ1Qz0KiKM,5
457,k-w8GxCpsCU,10
458,Cr9oGxr0Qa0,5
459,l4bAoNAx2uo,8
460,yxFdue1dCtE,8
461,aAm6AHr14zY,8
462,ryqZUqgjvW8,10
463,I-5CODzeGEE,10
464,FEjZiCPuvqQ,7
465,ENr6CXm1YxU,5
466,3x0usYgljOk,6
467,YVfyYrEmzgM,5
468,jGiqc3HSxEg,6
469,R9c-_neaxeU,8
470,5E4ZBSInqUU,9
471,VonJ4ASDO40,6
472,puqaWrEC7tY,8
473,vU14JY3x81A,6
474,lZ68j2J_GOM,7
475,iyrefjMs64k,10
476,5qpjK5DgCt4,10
477,zZ9FciUx6gs,6
478,SGVbdo2CkgI,9
479,zxUwbflE1SY,7
480,NfLVVJOuY5M,7
481,GKUE2U2qlzY,10
482,N0tmF4j4K6g,5
483,PaJCFHXcWmM,9
484,Hq89wYzOjfs,7
485,d380meD0W0M,9
486,MltuW2kcREI,9
487,VifQlJit6A0,8
488,KhdecX0qjNA,9
489,e_7zHm7GsYc,8
490,i-LCORFB860,10
491,ogYum4kWXgk,9
492,EJu_wPGFTw0,9
493,symdi5KSJts,8
494,7oRdswHqaf8,6
495,nc99ccSXST0,9
496,F388-6yDDpc,5
497,U0hAC8O7RoI,8
498,kWIzjMWmuYk,9
499,oTObwUiXdYY,9
500,_-aDHxoblr4,6
501,kqmhCaF5_44,7
502,eNSN6qet1kE,10
503,39idVpFF7NQ,6
504,kIUHDwn51y8,8
505,TaTleo4cOs8,5
506,5hEJsoDP2q4,8
507,zNqCVTs38nU,5
508,GgVmn66oK_A,8
509,qC0I5PEhkJo,9
510,iIxy3JN3-jc,8
511,MNiweoKXwfg,7
512,JBZTZZAcFTw,7
513,lBHPVE3AI6Y,8
514,eAyxMv4IBH8,9
515,ZAQs-ctOqXQ,8
516,fcVjitaM3LY,10
517,SFdO-19Xdho,6
518,qeWvgZLz9yU,10
519,6VhU_T463sU,10
520,qK8AcryiniI,6
521,p2hJxyF7mok,7
522,wwZ-T_WQ03A,10
523,9XSULcLI6Hg,10
524,NZFhMSgbKKM,8
525,hz7ukDjuq4w,10
526,dRpNZV18N_g,10
527,MKLlDnUqho4,7
528,vWYyZMH_QjA,10
529,Lz7dya576HY,9
530,CBVGjS_EJok,7
531,ijJPFowBsBc,5
532,pjuPpVLXDQg,9
533,JwboxqDylgg,6
534,dQvIbulWCM4,10
535,n1WpP7iowLc,8
536,VJlSq6h0LNg,5
537,KLZl_sxSN_g,7
538,n30k5CwLhS4,10
539,0mlNzVSJrT0,9
540,bqgVB6Vl-lI,8
541,BWPrk9PUwQE,10
542,QKwgif8OW1w,7
543,PABlVzeldaM,5
544,qooQd8AA7_M,7
545,0tO_l_Ed5Rs,6
546,1WDj0DddCcM,10
547,#NAME?,10
548,w0XYVssCKjw,9
549,0PpNlNJ6Nng,10
550,STI2fI7sKMo,10
551,sH0Agabp3Rs,5
552,ZhSk8mPSWCg,5
553,DM-ni_LSOFE,8
554,c-3JxzN2u34,6
555,9t9u_yPEidY,7
556,9KIP-Ncp2jU,5
557,eijd-yjXY9E,10
558,KODzih-pYlU,10
559,fGTfbMioezc,6
560,ujyTQNNjjDU,10
561,8tbQHHso0oY,7
562,4v0nOAzcG2A,8
563,6340tX9M_eM,6
564,8mhTWqWlQzU,9
565,L_5_slz4ke4,7
566,t4YAyT4ihIQ,10
567,i4YQRLQVixM,7
568,1cgK-BIrXes,9
569,ObIQ0s02UHg,7
570,Jw1Y-zhQURU,5
571,lY_0mkYDZDU,8
572,9Th4qTv-4jE,6
573,k8NxqyGcZA4,8
574,_Iz83-Cmt6A,7
575,2Vv-BfVoq4g,9
576,gLswXiRLdkA,8
577,MyEqfBkzESU,10
578,OKoL852K9uA,6
579,#NAME?,9
580,pa_oUisZZy0,5
581,G8gJ4RTBxcg,9
582,UFYCTJlayS4,5
583,cccyOn99s4Y,8
584,arJ5h2TY3I4,7
585,-2RVw2_QyxQ,9
586,uTH--XRCGxM,10
587,xfmipNU4Odc,7
588,e4FApt6z55c,6
589,RkHuWjiR-LM,6
590,gEHCXl4J9Qo,8
591,2XK4omx9uMU,10
592,abGCYPCk294,7
593,AJYb0Yom5UQ,10
594,fNtLIcyjsnI,5
595,b4vTZx_AtHk,10
596,YlvCVbfS9M0,8
597,DIU3xPdhCBI,6
598,Fyyua5JzD9w,6
599,QFfEtKvXMAs,5
600,jp9hK-jY6yY,9
601,fRj34o4hN4I,6
602,coOKvrsmQiI,5
603,p8XP7A7kvzM,7
604,8-Cjsnq8kVU,8
605,pOEzjT-SED0,10
606,p9wE8dyzEJE,10
607,duRDizP0gHQ,5
608,0O2IAz1E9Ts,8
609,TyHvyGVs42U,7
610,16W7c0mb-rE,10
611,nRafaCcfrcI,9
612,t1shnJT8NCY,8
613,ixxR3ZoqnF0,5
614,lJFqvRwOiis,9
615,9PhM-zCmTFs,10
616,vKbyfdJXoDg,8
617,Lxet1zLBTM8,7
618,TWpt-ze_cYU,10
619,hpapqEeb36k,7
620,EEIP1YpFXrE,7
621,Nz0qoOgyWSQ,9
622,l3xmc0pzzJI,9
623,eDelIZDzmwQ,9
624,t1Liix4gi7k,10
625,DhwwTxTh5To,9
626,mZpGOQ7tBKE,8
627,CziCidR4KcY,6
628,FHl0nIdbiLA,10
629,cmoknv58jjE,10
630,MMGrzOu1amQ,9
631,8KT1UCsOE74,5
632,cxMvzK2OQTw,5
633,U5sCjnezw4o,8
634,0gwkMY-mzUQ,8
635,mjBIsBPG1N8,8
636,oMupq6zB1Tc,10
637,dUMH6DVYskc,10
638,jG1JY0rt2Os,10
639,RrhSJzM8NLE,10
640,YvfYK0EEhK4,8
641,Y2-JjnW3w2g,6
642,PHWAZNkqwN4,7
643,UuCq8mtK8J4,6
644,Mn-3c6of8t8,10
645,UwdLlnPaRAU,8
646,5UL5wZJPLEg,10
647,k1cA-Wh3Tc0,7
648,bAkEd8r7Nnw,10
649,xL_qpDkF5A8,10
650,9pbCuFxRuqs,6
651,ItYOdWRo0JY,5
652,5530I_pYjbo,6
653,hXcoq5XDwyA,10
654,ve3oQBjcAGI,6
655,C4YNcqNF4hg,6
656,TN5jzDgORqQ,9
657,i9EyFghIt5o,10
658,4SANXNco_y4,9
659,PGWBA_OzCE4,6
660,uN9zBcweN4M,6
661,Mmkf4zYlW4E,6
662,9SK1I0V6U5c,6
663,L9eFkmjIIWA,8
664,mcqWcLDUeag,7
665,#NAME?,5
666,YjBB89qsupM,6
667,eQVhAN7-IAw,5
668,UC34HrZhfPM,7
669,4ftGS_6i7mM,6
670,IKuKZIISPE0,6
671,CtBca6H6Teg,8
672,pcWKpGzhgq4,10
673,svZScJMh4Pg,9
674,KOUxLhYVgGw,10
675,g0K5QoEj7FQ,5
676,qDAxDcjgn-8,8
677,9WT7NU3Rwr0,9
678,vZzIS17HexE,10
679,upEIZAihcwo,7
680,p2EY93WfBQk,8
681,9kF9xY74h-E,10
682,Qj7DVNDb7To,10
683,L3br0klRqF4,7
684,Jidk0O6uu-0,7
685,Y9nDagqKL7Q,10
686,0ANDjPQPS_Q,5
687,6j-s9E3dRQ0,6
688,E_86MEdNsAI,9
689,ENr6CXm1YxU,9
690,2kyS6SvSYSE,9
691,DbJ2s_g1oDc,10
692,dnA3Cd5xG5A,5
693,gHZ1Qz0KiKM,9
694,1ZAPwfrtAFY,10
695,LduRwIc7eBA,7
696,Cr9oGxr0Qa0,10
697,l4bAoNAx2uo,6
698,VSVXhc5LlII,9
699,rRsstfoKQeo,8
700,FEjZiCPuvqQ,7
701,yxFdue1dCtE,8
702,I-5CODzeGEE,8
703,YVfyYrEmzgM,9
704,5E4ZBSInqUU,8
705,R9c-_neaxeU,8
706,jGiqc3HSxEg,9
707,yZGSIpcAfEo,5
708,VonJ4ASDO40,6
709,NfLVVJOuY5M,10
710,puqaWrEC7tY,5
711,vU14JY3x81A,9
712,zZ9FciUx6gs,7
713,Hq89wYzOjfs,8
714,5qpjK5DgCt4,8
715,iyrefjMs64k,7
716,zxUwbflE1SY,9
717,GKUE2U2qlzY,5
718,PaJCFHXcWmM,9
719,MKLlDnUqho4,8
720,lZ68j2J_GOM,6
721,MltuW2kcREI,6
722,VifQlJit6A0,8
723,d380meD0W0M,5
724,N0tmF4j4K6g,7
725,U0hAC8O7RoI,5
726,nc99ccSXST0,6
727,_-aDHxoblr4,6
728,F388-6yDDpc,6
729,oTObwUiXdYY,10
730,eNSN6qet1kE,7
731,kIUHDwn51y8,5
732,e_7zHm7GsYc,9
733,iIxy3JN3-jc,10
734,TaTleo4cOs8,8
735,39idVpFF7NQ,10
736,7oRdswHqaf8,8
737,eAyxMv4IBH8,6
738,kWIzjMWmuYk,10
739,GgVmn66oK_A,8
740,kqmhCaF5_44,10
741,EJu_wPGFTw0,8
742,fcVjitaM3LY,7
743,lBHPVE3AI6Y,8
744,ogYum4kWXgk,10
745,DVAMKnfrQBk,8
746,x-uBFJLY8Ow,10
747,zNqCVTs38nU,5
748,p2hJxyF7mok,6
749,ZAQs-ctOqXQ,9
750,wwZ-T_WQ03A,6
751,NZFhMSgbKKM,6
752,hz7ukDjuq4w,9
753,qeWvgZLz9yU,10
754,dRpNZV18N_g,10
755,qrPPj3e2M-M,6
756,vWYyZMH_QjA,6
757,6VhU_T463sU,8
758,QiIlcKiREUU,5
759,SFdO-19Xdho,8
760,Lz7dya576HY,10
761,qK8AcryiniI,8
762,CBVGjS_EJok,7
763,ijJPFowBsBc,10
764,JwboxqDylgg,7
765,dQvIbulWCM4,5
766,VJlSq6h0LNg,6
767,n1WpP7iowLc,5
768,KLZl_sxSN_g,9
769,qooQd8AA7_M,10
770,n30k5CwLhS4,9
771,0mlNzVSJrT0,9
772,PABlVzeldaM,6
773,sH0Agabp3Rs,6
774,1WDj0DddCcM,9
775,QKwgif8OW1w,7
776,bqgVB6Vl-lI,8
777,BWPrk9PUwQE,10
778,#NAME?,7
779,0tO_l_Ed5Rs,9
780,STI2fI7sKMo,8
781,ZhSk8mPSWCg,9
782,eijd-yjXY9E,6
783,c-3JxzN2u34,9
784,9t9u_yPEidY,5
785,DM-ni_LSOFE,6
786,ujyTQNNjjDU,6
787,w0XYVssCKjw,7
788,fGTfbMioezc,7
789,KODzih-pYlU,7
790,8tbQHHso0oY,10
791,6340tX9M_eM,10
792,Jw1Y-zhQURU,7
793,t4YAyT4ihIQ,7
794,L_5_slz4ke4,7
795,9xSx-5tmq44,6
796,ObIQ0s02UHg,10
797,gEHCXl4J9Qo,9
798,lY_0mkYDZDU,6
799,k8NxqyGcZA4,9
800,9Th4qTv-4jE,9
801,fRj34o4hN4I,5
802,TyHvyGVs42U,6
803,coOKvrsmQiI,9
804,eOQpjvnm4ME,8
805,w8vsuOXZBXc,5
806,pOEzjT-SED0,7
807,5HOijUtExiM,10
808,asu37n6sEBY,8
809,p8XP7A7kvzM,8
810,p9wE8dyzEJE,9
811,ZpS-w6BxN-U,7
812,Qf1xyI_iKWA,6
813,6uJf2IT2Zh8,10
814,i9GSF3ROa58,9
815,8-Cjsnq8kVU,5
816,BQ_0QLL2gqI,8
817,duRDizP0gHQ,5
818,qS6LoRYUdhw,5
819,16W7c0mb-rE,10
820,mNhxFzR25Rs,6
821,0O2IAz1E9Ts,6
822,nRafaCcfrcI,10
823,djlaHJCXT4o,8
824,8-u5nd2GqNE,8
825,t1shnJT8NCY,8
826,88kkrRv1UgI,8
827,kz3MEd1Jr0Q,7
828,By6Mi7VlqcU,6
829,Lxet1zLBTM8,7
830,dcipHnWcB0w,7
831,6GT7PrIIS5I,5
832,9PhM-zCmTFs,9
833,2r_nGjgqPE0,7
834,VNqrILFD5h0,9
835,Pubtjn5QIjg,5
836,ixxR3ZoqnF0,7
837,gk05IMU2RrU,5
838,TWpt-ze_cYU,7
839,Nz0qoOgyWSQ,10
840,S_5TyDFx6kc,6
841,pvg2cw5oshg,7
842,EEIP1YpFXrE,10
843,hpapqEeb36k,8
844,mHaJ8xsWD3s,8
845,cDDF4pPwEUU,8
846,FKA-Jy6nuE0,8
847,U5sCjnezw4o,6
848,mZpGOQ7tBKE,10
849,pQXwQVaQmGk,9
850,UuCq8mtK8J4,10
851,CziCidR4KcY,8
852,KhxqJzr6FAE,8
853,PHWAZNkqwN4,9
854,tG4Fbj1B1bY,10
855,DhwwTxTh5To,9
856,TsYGNNPQ3ZU,7
857,GIn4CeZq7Nw,8
858,5UL5wZJPLEg,9
859,szs2GAYwMHo,7
860,l3xmc0pzzJI,9
861,svZScJMh4Pg,6
862,AJkOHavUH_A,6
863,FHl0nIdbiLA,9
864,0gwkMY-mzUQ,9
865,MMGrzOu1amQ,9
866,8KT1UCsOE74,6
867,cmoknv58jjE,5
868,Y2-JjnW3w2g,5
869,RrhSJzM8NLE,10
870,mjBIsBPG1N8,8
871,9pbCuFxRuqs,7
872,Mn-3c6of8t8,10
873,jG1JY0rt2Os,6
874,cxMvzK2OQTw,8
875,kOCkne-Bku4,10
876,hXcoq5XDwyA,6
877,dUMH6DVYskc,7
878,UwdLlnPaRAU,7
879,YvfYK0EEhK4,5
880,xL_qpDkF5A8,7
881,k1cA-Wh3Tc0,7
882,bAkEd8r7Nnw,6
883,OlJykKOuank,6
884,YjBB89qsupM,5
885,Mmkf4zYlW4E,6
886,K6xwB8Kkce0,10
887,ItYOdWRo0JY,5
888,5530I_pYjbo,10
889,C4YNcqNF4hg,7
890,i9EyFghIt5o,5
891,ve3oQBjcAGI,5
892,mcqWcLDUeag,7
893,9SK1I0V6U5c,8
894,L9eFkmjIIWA,10
895,uN9zBcweN4M,9
896,eQVhAN7-IAw,6
897,rRsstfoKQeo,9
898,AJ2xkh-6tL4,9
899,#NAME?,8
